population,outgroup_species,n_outgroups,reference,species,species_metadata.SPECIES_BINOMIAL,species_metadata.GENUS,species_metadata.SPECIES,species_metadata.FAMILY,species_metadata.IUCN_STATUS,species_metadata.THREATENED_STATUS,species_metadata.GEOGRAPHIC_REGION,species_metadata.MEDIAN_N_HET,species_metadata.MEDIAN_CALLABLE,species_metadata.MEDIAN_nRoH_1mb,species_metadata.MEDIAN_sRoH_1mb,species_metadata.MEDIAN_fRoH_1mb,species_metadata.MEDIAN_COVERAGE,species_metadata.REFERENCE_LENGTH,species_metadata.MEDIAN_HETEROZYGOSITY,species_metadata.GENERATION_LENGTH,species_metadata.MU_PER_GENERATION,species_metadata.MU_PER_YEAR,species_metadata.EFFECTIVE_POP_SIZE,species_metadata.CombinedTestesMass.in.g,species_metadata.BrainSizeSpeciesMean,species_metadata.Body.MassMaleMean,species_metadata.BodyMassFemaleMean,species_metadata.MassDimorphism,species_metadata.CanineDimorphism,species_metadata.MeanGroupSize,species_metadata.AdultMales,species_metadata.AdultFemale,species_metadata.AdultSexRatio,species_metadata.InterbirthInterval_days,species_metadata.Gestation,species_metadata.WeaningAge_d,species_metadata.MaxLongevity_m,species_metadata.LitterSz,species_metadata.GR_MidRangeLat_dd,species_metadata.Precip_Mean_mm,species_metadata.Temp_Mean_degC,species_metadata.AET_Mean_mm,species_metadata.PET_Mean_mm,species_metadata.HomeRange_km2,species_metadata.DayLength_km,species_metadata.Territoriality,species_metadata.Fruit,species_metadata.Leaves,species_metadata.Fauna,species_metadata.Feed,species_metadata.Move,species_metadata.Rest,species_metadata.Social,species_metadata.Mating.System,species_metadata.SocialSystem,species_metadata.NatalDispersal,n_individuals,ne_estimate,pnps,ancestral_annotation.n_sites,ancestral_annotation.n_annotated,ancestral_annotation.n_mismatches,ancestral_annotation.outgroup_divergence,ancestral_annotation.params_mle,ancestral_annotation.fraction_mismatches,ancestral_annotation.increasing_outgroup_divergence,outgroup_stats.mismatch,outgroup_stats.no_data,outgroup_stats.mismatch_fraction,outgroup_stats.increasing_mismatch_fraction,sfs_neutral_8,sfs_selected_8,theta,discrete_8_deleterious_noeps.params,discrete_8_deleterious_noeps.params_percentile_5,discrete_8_deleterious_noeps.params_percentile_95,discrete_8_deleterious_noeps.dfe_discretized,discrete_8_deleterious_noeps.dfe_discretized_percentile_5,discrete_8_deleterious_noeps.dfe_discretized_percentile_95,discrete_8_deleterious_noeps.log_likelihood,discrete_8_deleterious_noeps.L2_residual,discrete_8_deleterious_noeps.S_d,discrete_8_deleterious_noeps_folded.params,discrete_8_deleterious_noeps_folded.params_percentile_5,discrete_8_deleterious_noeps_folded.params_percentile_95,discrete_8_deleterious_noeps_folded.dfe_discretized,discrete_8_deleterious_noeps_folded.dfe_discretized_percentile_5,discrete_8_deleterious_noeps_folded.dfe_discretized_percentile_95,discrete_8_deleterious_noeps_folded.log_likelihood,discrete_8_deleterious_noeps_folded.L2_residual,discrete_8_deleterious_noeps_folded.S_d,discrete_8_full_noeps.params,discrete_8_full_noeps.params_percentile_5,discrete_8_full_noeps.params_percentile_95,discrete_8_full_noeps.dfe_discretized,discrete_8_full_noeps.dfe_discretized_percentile_5,discrete_8_full_noeps.dfe_discretized_percentile_95,discrete_8_full_noeps.log_likelihood,discrete_8_full_noeps.L2_residual,discrete_8_full_noeps.S_d,dfe_gamma_8_deleterious_noeps.params,dfe_gamma_8_deleterious_noeps.params_percentile_5,dfe_gamma_8_deleterious_noeps.params_percentile_95,dfe_gamma_8_deleterious_noeps.dfe_discretized,dfe_gamma_8_deleterious_noeps.dfe_discretized_percentile_5,dfe_gamma_8_deleterious_noeps.dfe_discretized_percentile_95,dfe_gamma_8_deleterious_noeps.log_likelihood,dfe_gamma_8_deleterious_noeps.L2_residual,dfe_gamma_8_deleterious_noeps.S_d,dfe_gamma_8_full_noeps.params,dfe_gamma_8_full_noeps.params_percentile_5,dfe_gamma_8_full_noeps.params_percentile_95,dfe_gamma_8_full_noeps.dfe_discretized,dfe_gamma_8_full_noeps.dfe_discretized_percentile_5,dfe_gamma_8_full_noeps.dfe_discretized_percentile_95,dfe_gamma_8_full_noeps.log_likelihood,dfe_gamma_8_full_noeps.L2_residual,dfe_gamma_8_full_noeps.S_d
Homo_sapiens,"['Pan_troglodytes', 'Gorilla_gorilla', 'Pongo_abelii']",3,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo,sapiens,Hominidae,LC,Unthreatened,GLOBAL,3000000.0,2800000000.0,,,,30.0,3099922541.0,0.0012,29.0,1.2e-08,4.14e-10,20000.0,,1350.0,70000.0,60000.0,1.17,,,,,1.02,280.0,270.0,1080.0,1.0,45.0,1000.0,23.0,1200.0,1600.0,1000.0,,,,,,,,,,Polygynandry,Polygynandry,Bisexual,,28,22025.773898087074,1.011117,18559040,74450,2250,[2.10327778e-05 2.41517257e-05 3.86047690e-05],"{'K0': 1.4950982407394057e-05, 'K1': 6.081795383204066e-06, 'K2': 2.6242193524519917e-06, 'K3': 6.576523893727605e-06, 'K4': 2.1029567239682046e-05, 'k': 3.313629702002923}",0.03022162525184688,True,[1095. 1149. 1378.],[2967. 3079. 9385.],[0.01420141 0.01492343 0.01949439],True,"[4199931.672100194, 4048.777102455076, 1942.3887422175965, 1380.7884897954816, 1095.6927593452097, 909.0435675893186, 758.0424060277519, 611.1249466558509, 0.0]","[16438855.183389343, 7308.055902941905, 2950.3563626574305, 1946.526123428804, 1464.3567956574975, 1177.9508148171478, 974.0634227794224, 795.9770740949224, 0.0]",0.000984261563577247,"{'S1': 0.11803850429384954, 'S2': 0.5532749942584395, 'S3': 0.012536786964207873, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}","{'S1': 0.09022878895782317, 'S2': 0.5240202663186847, 'S3': 0.0, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}","{'S1': 0.15276677956258597, 'S2': 0.5730677549940273, 'S3': 0.04983750327304776, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}",[0.1180385  0.48838842 0.00506001 0.38851307 0.         0.        ],[0.09029716 0.44149527 0.         0.3843581  0.         0.        ],[0.15897982 0.52206499 0.0202076  0.39119789 0.         0.        ],-34.274997262146584,55.58934194421444,-5853.1105052918765,"{'S1': 0.1565502828777217, 'S2': 0.5502704655378007, 'S3': 0.0037172519172865327, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}","{'S1': 0.13695864831591967, 'S2': 0.5405631721077748, 'S3': 0.0, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}","{'S1': 0.1735862804062322, 'S2': 0.5630883829615378, 'S3': 0.0, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}",[0.15655028 0.46430891 0.00159049 0.37755032 0.         0.        ],[0.13698044 0.44562634 0.         0.37661016 0.         0.        ],[0.17575301 0.48672333 0.00159049 0.3796992  0.         0.        ],-20.334459564756482,22.901668571183073,-7752.865791271503,"{'S1': 0.2378011875322554, 'S2': 0.3913779400346155, 'S3': 0.2985613827541669, 'S4': 0.7543676681780211, 'S5': 0.8019820728097204, 'eps': 0.0, 'alpha': 0.8912363909482192}","{'S1': 0.1644734360725449, 'S2': 0.29368611944176054, 'S3': 0.16299063417511836, 'S4': 0.41043368935617225, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.858268446643905}","{'S1': 0.3000027424189889, 'S2': 0.4849385339067966, 'S3': 0.4430473446747624, 'S4': 0.9868965835314704, 'S5': 0.990224658752811, 'eps': 0.0, 'alpha': 0.9246378772855612}",[0.23780119 0.30129539 0.13946872 0.24707675 0.07088512 0.00347283],[0.16452447 0.20511628 0.0699049  0.11334647 0.         0.00106787],[0.30002217 0.40887695 0.22069059 0.35319986 0.16315006 0.00493853],-32.943833957584594,9.429059473203043,-11755.67413252717,"{'S_d': -321.47919393275885, 'b': 0.16913579147582475, 'p_b': 0.0, 'S_b': 1.0, 'eps': 0.0, 'alpha': 0.0}","{'S_d': -321.47921784963, 'b': 0.16846060665539433, 'p_b': 0.0, 'S_b': 1.0, 'eps': 0.0, 'alpha': 0.0}","{'S_d': -321.479104914829, 'b': 0.1699285987218823, 'p_b': 0.0, 'S_b': 1.0, 'eps': 0.0, 'alpha': 0.0}",[0.34933719 0.20688853 0.14294182 0.30083246 0.         0.        ],[0.34859356 0.20645922 0.14285454 0.29935208 0.         0.        ],[0.35022384 0.20739988 0.14304469 0.30219273 0.         0.        ],-34.4540628997307,58.67090306620009,-321.4551916847809,"{'S_d': -231.19008189482582, 'b': 0.18698385786326704, 'p_b': 0.004341218923757577, 'S_b': 99.99999971066858, 'eps': 0.0, 'alpha': 0.5951410008815365}","{'S_d': -231.19010044744468, 'b': 0.1856521356597348, 'p_b': 0.0035909802804269934, 'S_b': 99.99999868671186, 'eps': 0.0, 'alpha': 0.549099904394288}","{'S_d': -231.1900301635444, 'b': 0.188281846476748, 'p_b': 0.005129658772394222, 'S_b': 100.0, 'eps': 0.0, 'alpha': 0.6387601593517525}","[3.29092438e-01 2.28280113e-01 1.53003175e-01 2.85283054e-01
 4.31958501e-05 4.29802307e-03]","[3.28091175e-01 2.27530802e-01 1.52922097e-01 2.82995875e-01
 3.57521882e-05 3.55737252e-03]","[3.30298590e-01 2.29187686e-01 1.53105658e-01 2.87685334e-01
 5.15117988e-05 5.12546691e-03]",-33.12456348573071,9.62282515380234,-230.16924896535818
Pan_paniscus,"['Homo_sapiens', 'Gorilla_gorilla', 'Pongo_abelii']",3,Pan_paniscus,Pan_paniscus,Pan_paniscus,Pan,paniscus,Hominidae,EN,Threatened,MAINLAND_AFRICA,2043827.0,2365584804.0,82.0,150800000.0,0.049867213,25.95,3024031013.0,0.000865827,24.0,1.17e-08,4.88e-10,18501.0,135.2,341.29,45000.0,33200.0,1355.0,1.384,85.1,7.0,10.9,1.56,1715.5,232.0,1081.31,576.0,1.01,-1.66,1611.2,25.0,1538.7,1601.6,27.93,2.4,0.4025,,15.0,2.0,35.2,14.5,37.4,,Polygynandry,Polygynandry,Sexbiased,17,22913.682792448013,0.910869,18223476,64646,1590,[1.46632849e-05 1.90247042e-05 3.33110617e-05],"{'K0': 7.550383581098956e-06, 'K1': 7.1129013430759115e-06, 'K2': 2.671575164876462e-06, 'K3': 8.802745491007398e-06, 'K4': 2.3089102940871226e-05, 'k': 3.590655154900965}",0.0245954892800792,True,[1465. 1616. 1980.],[1260. 1892. 7209.],[0.02128401 0.02369536 0.03148755],True,"[4057880.964265433, 5243.482864426599, 2118.5484950719256, 1126.0736799052029, 693.1140157452351, 489.96231396753694, 391.7743530398326, 351.45653228205265, 0.0]","[16074394.137895444, 9411.58718843827, 3424.7761275902008, 1750.6906519979395, 1067.5479731901748, 750.177840207928, 593.5442017653221, 518.1616014982077, 0.0]",0.0009872876370201982,"{'S1': 0.37787885376550073, 'S2': 0.30072573637108496, 'S3': 0.0, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}","{'S1': 0.35513994755329736, 'S2': 0.27216293906731337, 'S3': 0.0, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}","{'S1': 0.39947042765080815, 'S2': 0.3279023813775302, 'S3': 0.0, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}",[0.37787885 0.18748069 0.         0.43464046 0.         0.        ],[0.3552271  0.16335055 0.         0.43219595 0.         0.        ],[0.39987569 0.21408694 0.         0.43677376 0.         0.        ],-35.01720853635501,81.39604241913537,-18663.590088428136,"{'S1': 0.3630043803630237, 'S2': 0.3310345357804443, 'S3': 0.0021814826827360745, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}","{'S1': 0.34054333844196016, 'S2': 0.3066370041231456, 'S3': 0.0, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}","{'S1': 0.38434407025657197, 'S2': 0.35881354349097055, 'S3': 0.0, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}",[0.36300438 0.21109362 0.00096916 0.42493284 0.         0.        ],[0.34055832 0.18938371 0.         0.4226016  0.         0.        ],[0.38642722 0.23765247 0.00096916 0.42772468 0.         0.        ],-20.528765046267864,45.70557869042581,-17930.600265780377,"{'S1': 0.3006823998311045, 'S2': 0.4014486383683105, 'S3': 0.03631964055844152, 'S4': 0.7014010585677649, 'S5': 0.9781281884219996, 'eps': 0.0, 'alpha': 0.4417898925237289}","{'S1': 0.2612089179969855, 'S2': 0.3220718912752715, 'S3': 0.0, 'S4': 0.537190295296441, 'S5': 0.9861978929803125, 'eps': 0.0, 'alpha': 0.31315894547236556}","{'S1': 0.3498790100659494, 'S2': 0.45021879894092476, 'S3': 0.1597907762639563, 'S4': 0.8173570388503552, 'S5': 1.0, 'eps': 0.0, 'alpha': 0.7646905462598381}","[3.00682400e-01 2.82097940e-01 1.60589762e-02 2.83171545e-01
 1.17726238e-01 2.62900531e-04]",[0.26155575 0.21041099 0.         0.19999918 0.07670605 0.        ],[0.35140146 0.34302388 0.07294937 0.35756476 0.17732299 0.00232956],-32.75045202033763,14.363555436319931,-14857.991754315504,"{'S_d': -8647.819613321424, 'b': 0.09348909813835976, 'p_b': 0.0, 'S_b': 1.0, 'eps': 0.0, 'alpha': 0.0}","{'S_d': -8647.819615447646, 'b': 0.09295775961258965, 'p_b': 0.0, 'S_b': 1.0, 'eps': 0.0, 'alpha': 0.0}","{'S_d': -8647.81960889884, 'b': 0.09392948097132844, 'p_b': 0.0, 'S_b': 1.0, 'eps': 0.0, 'alpha': 0.0}",[0.44651423 0.10715763 0.08643808 0.35989007 0.         0.        ],[0.44492636 0.10691882 0.0863508  0.35830672 0.         0.        ],[0.44783584 0.10735575 0.08650993 0.36184018 0.         0.        ],-33.684798591287496,62.31079215235548,-8647.173952228968,"{'S_d': -427.0702139359084, 'b': 0.46566576026412454, 'p_b': 0.33222110853591147, 'S_b': 0.044223222269789184, 'eps': 0.0, 'alpha': 0.854153561831922}","{'S_d': -427.0708314454504, 'b': 0.3824442277400554, 'p_b': 0.29810609030115426, 'S_b': 0.0001, 'eps': 0.0, 'alpha': 0.8112808125327208}","{'S_d': -427.06944141060274, 'b': 0.5260161707200033, 'p_b': 0.3524003115217654, 'S_b': 0.17607545779386197, 'eps': 0.0, 'alpha': 0.9187527137635353}",[0.40598708 0.16702641 0.06052224 0.03424317 0.33139816 0.00082295],[0.39462544 0.16066284 0.05049476 0.0215562  0.29796699 0.        ],[0.41523753 0.17807096 0.07887819 0.05919368 0.35286709 0.00114152],-32.84273026359044,14.22933487655773,-285.1671379645912
Pan_troglodytes_ellioti,"['Homo_sapiens', 'Gorilla_gorilla', 'Pongo_abelii']",3,Pan_troglodytes,Pan_troglodytes,Pan_troglodytes,Pan,troglodytes,Hominidae,EN,Threatened,MAINLAND_AFRICA,3440230.0,2407261537.0,48.0,110600000.0,0.036573699,20.27,3024031013.0,0.001415646,25.0,1.31e-08,5.24e-10,27016.0,128.9,368.35,49566.7,40366.7,1228.0,1.423,63.1,8.7,25.2,2.9,1825.0,229.0,1260.81,720.0,1.05,2.2,1497.2,24.2,1297.1,1558.1,10.85,3.8,1.0224,66.0,26.0,7.0,57.63,12.15,30.23,23.5,Polygynandry,Polygynandry,Sexbiased,10,39096.99333543717,0.837149,18404911,512710,34494,[2.61751370e-05 3.75731083e-05 1.17646830e-04],"{'K0': 2.0703476944970983e-05, 'K1': 5.471660066663727e-06, 'K2': 9.730538848516593e-06, 'K3': 7.139092462808741e-06, 'K4': 8.721281421245797e-05, 'k': 3.3347578347578324}",0.06727779836554777,True,[ 9806. 10969. 11961.],[11220. 14716. 53313.],[0.01840162 0.02072    0.02437066],True,"[4125857.2436470254, 8561.588829175624, 3956.560034500852, 2471.8980287672744, 1816.64291281468, 1359.6737054840107, 1058.8080512146594, 985.7318880497444, 0.0]","[15983769.137024833, 14070.451376152576, 5923.322306770881, 3510.1573365016216, 2474.6365187959204, 1769.055393802122, 1373.7663105287202, 1247.3266355844212, 0.0]",0.0018800556381601283,"{'S1': 0.41450935183984866, 'S2': 0.28444967862051657, 'S3': 0.07023199397505786, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}","{'S1': 0.3901587283490723, 'S2': 0.24103506201979766, 'S3': 0.04231765567912331, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}","{'S1': 0.43879452164368893, 'S2': 0.32370727105603114, 'S3': 0.10035144331312983, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}",[0.41450935 0.16700567 0.0295189  0.38896608 0.         0.        ],[0.3902893  0.13605646 0.01739008 0.38523098 0.         0.        ],[0.4439632  0.19835399 0.04354892 0.39305397 0.         0.        ],-35.366790074662646,44.195201802912905,-20470.840682293485,"{'S1': 0.396683142471911, 'S2': 0.34958120097288065, 'S3': 0.005241756587762293, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}","{'S1': 0.3832049869256751, 'S2': 0.32008109219669345, 'S3': 0.0, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}","{'S1': 0.4152868709333762, 'S2': 0.3678300755973024, 'S3': 0.02834871720758267, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}",[0.39668314 0.21109333 0.00212695 0.39009658 0.         0.        ],[0.38322852 0.18710138 0.         0.38650721 0.         0.        ],[0.41669872 0.22753172 0.01140597 0.39195864 0.         0.        ],-21.570152560720253,56.78641657077738,-19593.08343793564,"{'S1': 0.4712812598124465, 'S2': 0.14109853614676962, 'S3': 0.22270304199537244, 'S4': 0.8363401583938149, 'S5': 0.8912049134633121, 'eps': 0.0, 'alpha': 0.6219208180532538}","{'S1': 0.4275422262206845, 'S2': 0.016852895018816382, 'S3': 0.11895902216063013, 'S4': 0.6542416899787958, 'S5': 0.3751708237786476, 'eps': 0.0, 'alpha': 0.330571123567981}","{'S1': 0.5148439664544928, 'S2': 0.2491774578969175, 'S3': 0.321848574413628, 'S4': 0.9931000085100584, 'S5': 1.0, 'eps': 0.0, 'alpha': 0.7830687181555177}",[0.47128126 0.0764403  0.10176476 0.29528686 0.05427949 0.00094734],[0.42778159 0.00859898 0.05104851 0.21076749 0.00048332 0.        ],[0.51512419 0.15194694 0.15331806 0.37559043 0.11618633 0.0019556 ],-34.94686222380245,27.856818770522445,-23268.806785828903,"{'S_d': -3663.9969134451267, 'b': 0.11490002899116097, 'p_b': 0.0, 'S_b': 1.0, 'eps': 0.0, 'alpha': 0.0}","{'S_d': -3663.9969157167725, 'b': 0.11457051119885524, 'p_b': 0.0, 'S_b': 1.0, 'eps': 0.0, 'alpha': 0.0}","{'S_d': -3663.9969092817046, 'b': 0.11519173416418164, 'p_b': 0.0, 'S_b': 1.0, 'eps': 0.0, 'alpha': 0.0}",[0.45483855 0.12660729 0.09728819 0.32126598 0.         0.        ],[0.45405663 0.12647293 0.09725812 0.32043908 0.         0.        ],[0.45573927 0.12676172 0.09732241 0.32228551 0.         0.        ],-36.201613315623675,104.49380939925045,-3663.7233530872427,"{'S_d': -3663.9969661180967, 'b': 0.11562360240771544, 'p_b': 0.00287697078931946, 'S_b': 0.5424183939144315, 'eps': 0.0, 'alpha': 0.010787129691161952}","{'S_d': -3663.9953779083894, 'b': 0.11460602790799483, 'p_b': 0.0, 'S_b': 0.0001, 'eps': 0.0, 'alpha': 0.0}","{'S_d': -3663.9953535571594, 'b': 0.11796967954968726, 'p_b': 0.013020157049248944, 'S_b': 0.00010000059229009203, 'eps': 0.0, 'alpha': 0.04099401711658265}","[4.55116845e-01 1.26496760e-01 9.70466211e-02 3.18462804e-01
 2.85378092e-03 2.31898647e-05]",[0.45414261 0.1261529  0.09627365 0.30851954 0.         0.        ],"[4.56873991e-01 1.26756087e-01 9.73211811e-02 3.22212327e-01
 1.42281492e-02 2.31898647e-05]",-36.190077860369485,104.49386153983075,-3653.1829813172576
Pan_troglodytes_schweinfurthii,"['Homo_sapiens', 'Gorilla_gorilla', 'Pongo_abelii']",3,Pan_troglodytes,Pan_troglodytes,Pan_troglodytes,Pan,troglodytes,Hominidae,EN,Threatened,MAINLAND_AFRICA,3440230.0,2407261537.0,48.0,110600000.0,0.036573699,20.27,3024031013.0,0.001415646,25.0,1.31e-08,5.24e-10,27016.0,128.9,368.35,49566.7,40366.7,1228.0,1.423,63.1,8.7,25.2,2.9,1825.0,229.0,1260.81,720.0,1.05,2.2,1497.2,24.2,1297.1,1558.1,10.85,3.8,1.0224,66.0,26.0,7.0,57.63,12.15,30.23,23.5,Polygynandry,Polygynandry,Sexbiased,17,50167.30443269021,0.865538,18404911,512710,34494,[2.61751370e-05 3.75731083e-05 1.17646830e-04],"{'K0': 2.0703476944970983e-05, 'K1': 5.471660066663727e-06, 'K2': 9.730538848516593e-06, 'K3': 7.139092462808741e-06, 'K4': 8.721281421245797e-05, 'k': 3.3347578347578324}",0.06727779836554777,True,[ 9806. 10969. 11961.],[11220. 14716. 53313.],[0.01840162 0.02072    0.02437066],True,"[4074455.371168287, 11034.130435178238, 5354.637284004138, 3268.524964456258, 2199.067738767266, 1531.091915549647, 1102.487267454292, 854.5089722272935, 0.0]","[16024043.406038724, 17328.345454167582, 7398.537611085517, 4332.100996212223, 2842.5581139522965, 1945.511054069258, 1404.677854717105, 1111.0431311494983, 0.0]",0.002384194080066214,"{'S1': 0.3943785725658591, 'S2': 0.3858799945539766, 'S3': 0.0, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}","{'S1': 0.3842621744552425, 'S2': 0.3758416027639697, 'S3': 0.0, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}","{'S1': 0.40387797582360335, 'S2': 0.3973608252221832, 'S3': 0.0, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}",[0.39437857 0.23380337 0.         0.37181805 0.         0.        ],[0.38428922 0.22410403 0.         0.37092908 0.         0.        ],[0.4047667  0.24478982 0.         0.37286318 0.         0.        ],-41.557534791177105,173.81758498102346,-19480.5152241607,"{'S1': 0.37619931000949536, 'S2': 0.418870716326289, 'S3': 0.0, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}","{'S1': 0.36761759083267276, 'S2': 0.4100444205842834, 'S3': 0.0, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}","{'S1': 0.3846900696268848, 'S2': 0.4282054209996883, 'S3': 0.0, 'S4': 1.0, 'S5': 0.0, 'eps': 0.0, 'alpha': 0.0}",[0.37619931 0.26132159 0.         0.3624791  0.         0.        ],[0.36764669 0.25216021 0.         0.36169244 0.         0.        ],[0.38500352 0.2712284  0.         0.36329203 0.         0.        ],-22.35817403442638,90.00067800840377,-18584.593665519686,"{'S1': 0.3491808638936614, 'S2': 0.4363687779055945, 'S3': 0.055510962207570014, 'S4': 0.8220287700511315, 'S5': 0.903738271847094, 'eps': 0.0, 'alpha': 0.8819783416845849}","{'S1': 0.32286388799551397, 'S2': 0.3871919431486432, 'S3': 0.0, 'S4': 0.6645308458407957, 'S5': 0.8493192839191244, 'eps': 0.0, 'alpha': 0.8695113148519138}","{'S1': 0.3773970274427485, 'S2': 0.4749015155369018, 'S3': 0.1504208222979637, 'S4': 0.9208636333836502, 'S5': 0.9790878016996303, 'eps': 0.0, 'alpha': 0.9079482725329032}",[0.34918086 0.28465236 0.02081159 0.28474766 0.05707194 0.0035356 ],[0.32290873 0.24118735 0.         0.21552417 0.02417733 0.00226334],[0.37802287 0.32301104 0.0592806  0.33037402 0.1072007  0.00470549],-35.10325916452913,10.754124048673303,-17252.19971373149,"{'S_d': -8448.4187018051, 'b': 0.11107289186992003, 'p_b': 0.0, 'S_b': 1.0, 'eps': 0.0, 'alpha': 0.0}","{'S_d': -8448.418703874038, 'b': 0.11081477286058274, 'p_b': 0.0, 'S_b': 1.0, 'eps': 0.0, 'alpha': 0.0}","{'S_d': -8448.418696884462, 'b': 0.11131482529199943, 'p_b': 0.0, 'S_b': 1.0, 'eps': 0.0, 'alpha': 0.0}",[0.49466098 0.1139924  0.08831062 0.303036   0.         0.        ],[0.49397914 0.11391381 0.08830208 0.30232975 0.         0.        ],[0.49554154 0.11409364 0.08832135 0.30381219 0.         0.        ],-39.03885881229643,177.75960382816132,-8447.787928345926,"{'S_d': -1796.2791434305327, 'b': 0.1535526863297954, 'p_b': 0.034413627939468, 'S_b': 2.7988564237715963, 'eps': 0.0, 'alpha': 0.290997705202636}","{'S_d': -1796.283024603969, 'b': 0.15002558275277106, 'p_b': 0.026510358064554616, 'S_b': 2.7818684345559745, 'eps': 0.0, 'alpha': 0.26935264155063166}","{'S_d': -1796.2774458556896, 'b': 0.15344467138605442, 'p_b': 0.03475748967537255, 'S_b': 2.8435245173225296, 'eps': 0.0, 'alpha': 0.3059321816305867}",[0.46625992 0.14760589 0.10408921 0.24763135 0.01251805 0.02189557],[0.46463746 0.14760589 0.10408921 0.24601395 0.00733857 0.01947508],[0.46737817 0.14822043 0.10535758 0.25608672 0.01251805 0.0242623 ],-35.28508238584772,32.528724700500305,-1734.3331590855628
