,match,mismatch,no_data,mismatch_fraction
Homo_sapiens,51309.0,484.0,378.0,0.00934489216689514
Gorilla_gorilla,51784.0,387.0,,0.007417914166874317
Pongo_abelii,47432.0,1025.0,3714.0,0.02115277462492519
