,n_sites,n_annotated,n_mismatches,outgroup_divergence,params_mle
0,37201014,109119,3457,[1.34937669e-05 1.78365975e-05],"{'K0': 9.291430148269603e-06, 'K1': 4.202336713986379e-06, 'K2': 8.545167379054983e-06, 'k': 2.697874080130825}"
