,n_sites,n_annotated,n_mismatches,outgroup_divergence,params_mle
0,18734431,51722,1592,[1.97747308e-05 2.41573672e-05 3.55904420e-05],"{'K0': 1.3803171721536784e-05, 'K1': 5.971559029709281e-06, 'K2': 2.55666970039345e-06, 'K3': 7.797525735251029e-06, 'K4': 1.9230600611223313e-05, 'k': 3.185655923740351}"
