neutral,selected
8160504.181968517,32304603.64962341
11442.052962835878,11060.125817812446
2451.3338715007235,3657.6209383085543
1675.3665509998211,2419.933196374893
1255.5157630265933,1735.970144160711
964.5512365236975,1318.6916354439566
754.4436729828551,1013.6366357314326
605.4836427038359,812.3520423557187
505.7527613991904,685.3266565983197
429.7309889407208,592.5931458314594
367.8703435173914,506.6537194970858
308.7873803338077,418.97319396636175
257.327107773194,341.77478548850024
214.65721440442758,279.1254175212419
179.51537503946352,232.0465402632389
151.61051456030148,196.13290709735858
128.89054508472307,168.8114402062402
104.85842140730973,143.26110197175916
78.77054959215468,112.71338899430461
51.45492013720109,74.45187768958392
0.0,0.0
