,match,mismatch,no_data,mismatch_fraction
Macaca_mulatta,157028.0,1250.0,1470.0,0.007897496809411288
Macaca_nemestrina,153944.0,1495.0,4309.0,0.009617920856413126
Papio_anubis,144550.0,3965.0,11233.0,0.026697639969026698
