,n_sites,n_annotated,n_mismatches,outgroup_divergence,params_mle
0,17619579,172652,5211,[2.70678424e-05 2.59590961e-05 3.92335244e-05],"{'K0': 1.2732465385623978e-05, 'K1': 1.4335377042136429e-05, 'K2': 4.0516673427694185e-06, 'K3': 9.174963403588829e-06, 'K4': 2.2449391631873024e-05, 'k': 3.7138139790864004}"
