,n_sites,n_annotated,n_mismatches,outgroup_divergence,params_mle
0,16354749,110682,3894,[3.27977970e-05 3.34825538e-05],"{'K0': 1.766117207324225e-05, 'K1': 1.5136624944292776e-05, 'K2': 1.5821381718639377e-05, 'k': 3.6065662002152874}"
