,n_sites,n_annotated,n_mismatches,outgroup_divergence,params_mle
0,19398126,100512,2711,[1.84114672e-05 3.35572675e-05],"{'K0': 1.1298316420317812e-05, 'K1': 7.113150828179173e-06, 'K2': 2.225895103113588e-05, 'k': 3.4328153564899457}"
