,n_sites,n_annotated,n_mismatches,outgroup_divergence,params_mle
0,19180197,46375,1325,[1.98384979e-05 2.43741922e-05 3.65623501e-05],"{'K0': 1.4686868807648947e-05, 'K1': 5.151629115606237e-06, 'K2': 2.171455858400107e-06, 'K3': 7.5158674860489554e-06, 'K4': 1.970402548234949e-05, 'k': 3.0298126064735897}"
