fraction_lifted,fraction_mismatches,fraction_mismatches_next_base,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,missing_hit,n_sites
0.6341910661192254,0.2318025263805997,0.05256738962393039,2258010,5469861,1650523,374300,0,1849112,11227506
