invalid_lift,matches,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
612,137,40,5,12,0,0.22598870056497175,0.02824858757062147,801,0.2209737827715356
