invalid_lift,mismatches,matches,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
1853,1029,2086,473,88,0,0.3303370786516854,0.02825040128410915,5441,0.5725050542179746
