mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
163,485,51,20,101,0,0.2515432098765432,0.030864197530864196,800,0.81
