missing_hit,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
1124,1791,123888,62608,2009,0,0.33570693205216195,0.010772349004804392,189411,0.9846101863144168
