missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
11367,11776,14757,1528,5998,0,0.4438246711642106,0.057588663174160476,43898,0.6044238917490546
