invalid_lift,mismatches,missing_hit,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
5777,12088,12929,16461,1688,0,0.4234123787172931,0.05912641423517461,47255,0.6041477092371178
