matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
134035,52498,1620,1112,1767,0,0.28144081744249005,0.008684790358810505,189412,0.9848003294405846
