mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
130,411,51,9,209,0,0.24029574861367836,0.0166358595194085,801,0.6754057428214731
