mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
1812,3381,114,150,98,0,0.3489312536106297,0.0219526285384171,5441,0.9544201433560008
