matches,mismatches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
92050,35122,45596,65118,6638,0,0.27617714591262227,0.052197024502248925,237886,0.5345921996250305
