missing_hit,mismatches,invalid_lift,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
9211,13377,3957,17353,1671,0,0.43530751708428245,0.05437683045883501,43898,0.7000318921135359
