invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
143892,38941,40034,2659,15019,0,0.27280983779267254,0.048298911957568164,237886,0.2314259771487183
