invalid_lift,missing_hit,mismatches,mismatches_next_base,matches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
33278,10587,16,6,17,0,0.48484848484848486,0.18181818181818182,43898,0.0007517426762039273
