mismatches,mismatches_next_base,matches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
15982,2020,20398,9464,1412,0,0.43930731170973064,0.055525013743815285,47256,0.7698493313018453
