invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
68240,15316,22350,1465,6369,0,0.2217695602214562,0.05101152547094258,112275,0.25579158316633266
