matches,mismatches_next_base,mismatches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
65297,5440,43273,15491,4417,0,0.39857234963617943,0.05010592244634798,128478,0.8450474011114744
