missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
85087,107742,40486,8545,4570,0,0.27313328116145397,0.05764767790161103,237885,0.6231078041911008
