invalid_lift,matches,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
26647,2524,1825,267,16259,0,0.41963669809151527,0.061393423775580595,47255,0.09203258914400593
