invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
55088,52617,13504,7269,1228,0,0.3499253839118086,0.059115197612285175,128478,0.16168526907330438
