missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
30253,62679,33118,5090,2429,0,0.345710199693101,0.05313318788688581,128479,0.7456237984417687
