matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
58538,31893,33987,5382,4060,0,0.35267773219360615,0.05951498932888058,128478,0.7038636965083517
