missing_hit,matches,mismatches_next_base,mismatches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
25546,63360,4849,20793,2576,0,0.24708566539517307,0.05762123750787256,112275,0.7495257181028724
