mismatches,matches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
59939,128427,2065,206,839,0,0.3182049839142945,0.010962700274996549,189411,0.99448289698064
