mismatches,invalid_lift,matches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
16774,2106,55518,3680,37877,0,0.2320312067725336,0.05090466441653295,112275,0.6438833221999555
