missing_hit,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
34268,55995,108657,38966,7479,0,0.2639561585931732,0.05066283709178109,237886,0.6205619498415207
