matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
72944,22018,14164,5232,3149,0,0.23186116551883912,0.05509572249952613,112275,0.8457982631930527
