matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
2057,802,2311,102,271,0,0.2805176635187128,0.035676810073452254,5441,0.5254548796177173
