missing_hit,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
23291,20548,33,25,3,0,0.43103448275862066,0.05172413793103448,43897,0.0013212748023782946
