matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
130348,57838,661,1702,564,0,0.3073448609354575,0.009044243461256417,189411,0.9935325825849608
