invalid_lift,missing_hit,mismatches,mismatches_next_base,matches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
35748,8147,1,1,2,0,0.3333333333333333,0.3333333333333333,43898,6.834024329126612e-05
