invalid_lift,mismatches,matches,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
10303,9944,11984,11667,1281,0,0.45348412987960596,0.058418460415906606,43898,0.4995216182969611
