invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
87231,40627,202,418,27,0,0.3258064516129032,0.043548387096774194,128478,0.004825728918569716
