missing_hit,matches,mismatches_next_base,mismatches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
39709,57362,4711,29317,2090,0,0.33822494491168564,0.054349957890607876,128478,0.6746602531172652
