mismatches,matches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
15130,20080,10830,1215,1892,0,0.42970746946890087,0.05373473445044022,47255,0.7451063379536557
