matches,mismatches_next_base,missing_hit,mismatches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
559,26,68,173,1,0,0.23633879781420766,0.03551912568306011,801,0.9138576779026217
