matches,mismatches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
20819,15857,8808,1772,2083,0,0.43235358272439744,0.05679463409313993,47256,0.7761130861689521
