matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
15916,12305,9332,1577,9702,0,0.4360228198859006,0.055880372772049186,47255,0.5972066447994921
