mismatches,mismatches_next_base,matches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
59544,2370,128204,1279,384,0,0.317148518226559,0.012623303577135309,189411,0.9912201508888079
