mismatches,mismatches_next_base,matches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
25541,5347,67692,35711,108942,0,0.27394806559909046,0.057350937972606264,237886,0.39192302195169115
