matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
19165,14298,9266,1904,1169,0,0.4272778890117443,0.05689866419627648,43898,0.7622898537518794
