mismatches,invalid_lift,matches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
57464,7113,157380,10647,15929,0,0.26746848876394036,0.049556887788348755,237886,0.9031384780945495
