missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
54910,73079,159,330,33,0,0.32515337423312884,0.06748466257668712,128478,0.003806099098678373
