matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
505,133,33,15,129,0,0.2084639498432602,0.023510971786833857,800,0.7975
