invalid_lift,matches,mismatches_next_base,mismatches,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3340,77221,5067,24489,7225,0,0.24077278537017008,0.04981811031363681,112275,0.9059006902694278
