matches,mismatches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
2246,1065,90,527,1603,0,0.32165508909694956,0.02718212020537602,5441,0.6085278441462967
