mismatches,matches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
21197,37247,3292,35876,34158,0,0.3626890698788584,0.05632742454315242,128478,0.4548950014788524
