invalid_lift,mismatches,matches,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3875,21665,62949,23786,4762,0,0.2560450989198005,0.05627910274895408,112275,0.7536317078601648
