matches,mismatches_next_base,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
131941,1588,56314,989,167,0,0.2991368091152957,0.008435366922525299,189411,0.9938968697699712
