mismatches,matches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
212,545,28,37,7,0,0.2800528401585205,0.036988110964332896,801,0.9450686641697877
