invalid_lift,missing_hit,matches,mismatches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
35956,11297,1,2,0,0.6666666666666666,0,0.0,47256,6.348400203148806e-05
