mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
10370,18495,21192,1651,78421,0,0.35925861770310064,0.0571972977654599,128478,0.22466881489437882
