matches,mismatches_next_base,missing_hit,mismatches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
6778,761,15105,5158,16857,0,0.43213806970509383,0.06375670241286863,43898,0.27190304797485076
