missing_hit,mismatches,invalid_lift,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
17357,10218,1163,15159,1346,0,0.40264806714741697,0.0530401544705836,43897,0.5781032872405859
